meeting_date,decided_rate,member,preferred_rate,skew,hawkish_dissents,dovish_dissents
2020-08-06,0.001,Andrew Bailey,0.001,0.0,0,0
2020-08-06,0.001,Andrew Haldane,0.001,0.0,0,0
2020-08-06,0.001,Ben Broadbent,0.001,0.0,0,0
2020-08-06,0.001,Dave Ramsden,0.001,0.0,0,0
2020-08-06,0.001,Gertjan Vlieghe,0.001,0.0,0,0
2020-08-06,0.001,Jon Cunliffe,0.001,0.0,0,0
2020-08-06,0.001,Jonathan Haskel,0.001,0.0,0,0
2020-08-06,0.001,Michael Saunders,0.001,0.0,0,0
2020-08-06,0.001,Silvana Tenreyro,0.001,0.0,0,0
2020-09-17,0.001,Andrew Bailey,0.001,0.0,0,0
2020-09-17,0.001,Andrew Haldane,0.001,0.0,0,0
2020-09-17,0.001,Ben Broadbent,0.001,0.0,0,0
2020-09-17,0.001,Dave Ramsden,0.001,0.0,0,0
2020-09-17,0.001,Gertjan Vlieghe,0.001,0.0,0,0
2020-09-17,0.001,Jon Cunliffe,0.001,0.0,0,0
2020-09-17,0.001,Jonathan Haskel,0.001,0.0,0,0
2020-09-17,0.001,Michael Saunders,0.001,0.0,0,0
2020-09-17,0.001,Silvana Tenreyro,0.001,0.0,0,0
2020-11-05,0.001,Andrew Bailey,0.001,0.0,0,0
2020-11-05,0.001,Andrew Haldane,0.001,0.0,0,0
2020-11-05,0.001,Ben Broadbent,0.001,0.0,0,0
2020-11-05,0.001,Dave Ramsden,0.001,0.0,0,0
2020-11-05,0.001,Gertjan Vlieghe,0.001,0.0,0,0
2020-11-05,0.001,Jon Cunliffe,0.001,0.0,0,0
2020-11-05,0.001,Jonathan Haskel,0.001,0.0,0,0
2020-11-05,0.001,Michael Saunders,0.001,0.0,0,0
2020-11-05,0.001,Silvana Tenreyro,0.001,0.0,0,0
2020-12-17,0.001,Andrew Bailey,0.001,0.0,0,0
2020-12-17,0.001,Andrew Haldane,0.001,0.0,0,0
2020-12-17,0.001,Ben Broadbent,0.001,0.0,0,0
2020-12-17,0.001,Dave Ramsden,0.001,0.0,0,0
2020-12-17,0.001,Gertjan Vlieghe,0.001,0.0,0,0
2020-12-17,0.001,Jon Cunliffe,0.001,0.0,0,0
2020-12-17,0.001,Jonathan Haskel,0.001,0.0,0,0
2020-12-17,0.001,Michael Saunders,0.001,0.0,0,0
2020-12-17,0.001,Silvana Tenreyro,0.001,0.0,0,0
2021-02-04,0.001,Andrew Bailey,0.001,0.0,0,0
2021-02-04,0.001,Andrew Haldane,0.001,0.0,0,0
2021-02-04,0.001,Ben Broadbent,0.001,0.0,0,0
2021-02-04,0.001,Dave Ramsden,0.001,0.0,0,0
2021-02-04,0.001,Gertjan Vlieghe,0.001,0.0,0,0
2021-02-04,0.001,Jon Cunliffe,0.001,0.0,0,0
2021-02-04,0.001,Jonathan Haskel,0.001,0.0,0,0
2021-02-04,0.001,Michael Saunders,0.001,0.0,0,0
2021-02-04,0.001,Silvana Tenreyro,0.001,0.0,0,0
2021-03-18,0.001,Andrew Bailey,0.001,0.0,0,0
2021-03-18,0.001,Andrew Haldane,0.001,0.0,0,0
2021-03-18,0.001,Ben Broadbent,0.001,0.0,0,0
2021-03-18,0.001,Dave Ramsden,0.001,0.0,0,0
2021-03-18,0.001,Gertjan Vlieghe,0.001,0.0,0,0
2021-03-18,0.001,Jon Cunliffe,0.001,0.0,0,0
2021-03-18,0.001,Jonathan Haskel,0.001,0.0,0,0
2021-03-18,0.001,Michael Saunders,0.001,0.0,0,0
2021-03-18,0.001,Silvana Tenreyro,0.001,0.0,0,0
2021-05-06,0.001,Andrew Bailey,0.001,0.0,0,0
2021-05-06,0.001,Andrew Haldane,0.001,0.0,0,0
2021-05-06,0.001,Ben Broadbent,0.001,0.0,0,0
2021-05-06,0.001,Dave Ramsden,0.001,0.0,0,0
2021-05-06,0.001,Gertjan Vlieghe,0.001,0.0,0,0
2021-05-06,0.001,Jon Cunliffe,0.001,0.0,0,0
2021-05-06,0.001,Jonathan Haskel,0.001,0.0,0,0
2021-05-06,0.001,Michael Saunders,0.001,0.0,0,0
2021-05-06,0.001,Silvana Tenreyro,0.001,0.0,0,0
2021-06-24,0.001,Andrew Bailey,0.001,0.0,0,0
2021-06-24,0.001,Andrew Haldane,0.001,0.0,0,0
2021-06-24,0.001,Ben Broadbent,0.001,0.0,0,0
2021-06-24,0.001,Dave Ramsden,0.001,0.0,0,0
2021-06-24,0.001,Gertjan Vlieghe,0.001,0.0,0,0
2021-06-24,0.001,Jon Cunliffe,0.001,0.0,0,0
2021-06-24,0.001,Jonathan Haskel,0.001,0.0,0,0
2021-06-24,0.001,Michael Saunders,0.001,0.0,0,0
2021-06-24,0.001,Silvana Tenreyro,0.001,0.0,0,0
2021-08-05,0.001,Andrew Bailey,0.001,0.0,0,0
2021-08-05,0.001,Ben Broadbent,0.001,0.0,0,0
2021-08-05,0.001,Dave Ramsden,0.001,0.0,0,0
2021-08-05,0.001,Gertjan Vlieghe,0.001,0.0,0,0
2021-08-05,0.001,Jon Cunliffe,0.001,0.0,0,0
2021-08-05,0.001,Jonathan Haskel,0.001,0.0,0,0
2021-08-05,0.001,Michael Saunders,0.001,0.0,0,0
2021-08-05,0.001,Silvana Tenreyro,0.001,0.0,0,0
2021-09-23,0.001,Andrew Bailey,0.001,0.0,0,0
2021-09-23,0.001,Ben Broadbent,0.001,0.0,0,0
2021-09-23,0.001,Catherine L Mann,0.001,0.0,0,0
2021-09-23,0.001,Dave Ramsden,0.001,0.0,0,0
2021-09-23,0.001,Huw Pill,0.001,0.0,0,0
2021-09-23,0.001,Jon Cunliffe,0.001,0.0,0,0
2021-09-23,0.001,Jonathan Haskel,0.001,0.0,0,0
2021-09-23,0.001,Michael Saunders,0.001,0.0,0,0
2021-09-23,0.001,Silvana Tenreyro,0.001,0.0,0,0
2021-11-04,0.001,Andrew Bailey,0.001,0.000333,2,0
2021-11-04,0.001,Ben Broadbent,0.001,0.000333,2,0
2021-11-04,0.001,Catherine L Mann,0.001,0.000333,2,0
2021-11-04,0.001,Dave Ramsden,0.0025,0.000333,2,0
2021-11-04,0.001,Huw Pill,0.001,0.000333,2,0
2021-11-04,0.001,Jon Cunliffe,0.001,0.000333,2,0
2021-11-04,0.001,Jonathan Haskel,0.001,0.000333,2,0
2021-11-04,0.001,Michael Saunders,0.0025,0.000333,2,0
2021-11-04,0.001,Silvana Tenreyro,0.001,0.000333,2,0
2021-12-16,0.0025,Andrew Bailey,0.0025,-0.000167,0,1
2021-12-16,0.0025,Ben Broadbent,0.0025,-0.000167,0,1
2021-12-16,0.0025,Catherine L Mann,0.0025,-0.000167,0,1
2021-12-16,0.0025,Dave Ramsden,0.0025,-0.000167,0,1
2021-12-16,0.0025,Huw Pill,0.0025,-0.000167,0,1
2021-12-16,0.0025,Jon Cunliffe,0.0025,-0.000167,0,1
2021-12-16,0.0025,Jonathan Haskel,0.0025,-0.000167,0,1
2021-12-16,0.0025,Michael Saunders,0.0025,-0.000167,0,1
2021-12-16,0.0025,Silvana Tenreyro,0.001,-0.000167,0,1
2022-02-03,0.005,Andrew Bailey,0.005,0.001111,4,0
2022-02-03,0.005,Ben Broadbent,0.005,0.001111,4,0
2022-02-03,0.005,Catherine L Mann,0.0075,0.001111,4,0
2022-02-03,0.005,Dave Ramsden,0.0075,0.001111,4,0
2022-02-03,0.005,Huw Pill,0.005,0.001111,4,0
2022-02-03,0.005,Jon Cunliffe,0.005,0.001111,4,0
2022-02-03,0.005,Jonathan Haskel,0.0075,0.001111,4,0
2022-02-03,0.005,Michael Saunders,0.0075,0.001111,4,0
2022-02-03,0.005,Silvana Tenreyro,0.005,0.001111,4,0
2022-03-17,0.0075,Andrew Bailey,0.0075,-0.000278,0,1
2022-03-17,0.0075,Ben Broadbent,0.0075,-0.000278,0,1
2022-03-17,0.0075,Catherine L Mann,0.0075,-0.000278,0,1
2022-03-17,0.0075,Dave Ramsden,0.0075,-0.000278,0,1
2022-03-17,0.0075,Huw Pill,0.0075,-0.000278,0,1
2022-03-17,0.0075,Jon Cunliffe,0.005,-0.000278,0,1
2022-03-17,0.0075,Jonathan Haskel,0.0075,-0.000278,0,1
2022-03-17,0.0075,Michael Saunders,0.0075,-0.000278,0,1
2022-03-17,0.0075,Silvana Tenreyro,0.0075,-0.000278,0,1
2022-05-05,0.01,Andrew Bailey,0.01,0.000833,3,0
2022-05-05,0.01,Ben Broadbent,0.01,0.000833,3,0
2022-05-05,0.01,Catherine L Mann,0.0125,0.000833,3,0
2022-05-05,0.01,Dave Ramsden,0.01,0.000833,3,0
2022-05-05,0.01,Huw Pill,0.01,0.000833,3,0
2022-05-05,0.01,Jon Cunliffe,0.01,0.000833,3,0
2022-05-05,0.01,Jonathan Haskel,0.0125,0.000833,3,0
2022-05-05,0.01,Michael Saunders,0.0125,0.000833,3,0
2022-05-05,0.01,Silvana Tenreyro,0.01,0.000833,3,0
2022-06-16,0.0125,Andrew Bailey,0.0125,0.000833,3,0
2022-06-16,0.0125,Ben Broadbent,0.0125,0.000833,3,0
2022-06-16,0.0125,Catherine L Mann,0.015,0.000833,3,0
2022-06-16,0.0125,Dave Ramsden,0.0125,0.000833,3,0
2022-06-16,0.0125,Huw Pill,0.0125,0.000833,3,0
2022-06-16,0.0125,Jon Cunliffe,0.0125,0.000833,3,0
2022-06-16,0.0125,Jonathan Haskel,0.015,0.000833,3,0
2022-06-16,0.0125,Michael Saunders,0.015,0.000833,3,0
2022-06-16,0.0125,Silvana Tenreyro,0.0125,0.000833,3,0
2022-08-04,0.0175,Andrew Bailey,0.0175,-0.000278,0,1
2022-08-04,0.0175,Ben Broadbent,0.0175,-0.000278,0,1
2022-08-04,0.0175,Catherine L Mann,0.0175,-0.000278,0,1
2022-08-04,0.0175,Dave Ramsden,0.0175,-0.000278,0,1
2022-08-04,0.0175,Huw Pill,0.0175,-0.000278,0,1
2022-08-04,0.0175,Jon Cunliffe,0.0175,-0.000278,0,1
2022-08-04,0.0175,Jonathan Haskel,0.0175,-0.000278,0,1
2022-08-04,0.0175,Michael Saunders,0.0175,-0.000278,0,1
2022-08-04,0.0175,Silvana Tenreyro,0.015,-0.000278,0,1
2022-09-22,0.0225,Andrew Bailey,0.0225,0.000556,3,1
2022-09-22,0.0225,Ben Broadbent,0.0225,0.000556,3,1
2022-09-22,0.0225,Catherine L Mann,0.025,0.000556,3,1
2022-09-22,0.0225,Dave Ramsden,0.025,0.000556,3,1
2022-09-22,0.0225,Huw Pill,0.0225,0.000556,3,1
2022-09-22,0.0225,Jon Cunliffe,0.0225,0.000556,3,1
2022-09-22,0.0225,Jonathan Haskel,0.025,0.000556,3,1
2022-09-22,0.0225,Silvana Tenreyro,0.0225,0.000556,3,1
2022-09-22,0.0225,Swati Dhingra,0.02,0.000556,3,1
2022-11-03,0.03,Andrew Bailey,0.03,-0.000833,0,2
2022-11-03,0.03,Ben Broadbent,0.03,-0.000833,0,2
2022-11-03,0.03,Catherine L Mann,0.03,-0.000833,0,2
2022-11-03,0.03,Dave Ramsden,0.03,-0.000833,0,2
2022-11-03,0.03,Huw Pill,0.03,-0.000833,0,2
2022-11-03,0.03,Jon Cunliffe,0.03,-0.000833,0,2
2022-11-03,0.03,Jonathan Haskel,0.03,-0.000833,0,2
2022-11-03,0.03,Silvana Tenreyro,0.025,-0.000833,0,2
2022-11-03,0.03,Swati Dhingra,0.0275,-0.000833,0,2
2022-12-15,0.035,Andrew Bailey,0.035,-0.000833,1,2
2022-12-15,0.035,Ben Broadbent,0.035,-0.000833,1,2
2022-12-15,0.035,Catherine L Mann,0.0375,-0.000833,1,2
2022-12-15,0.035,Dave Ramsden,0.035,-0.000833,1,2
2022-12-15,0.035,Huw Pill,0.035,-0.000833,1,2
2022-12-15,0.035,Jon Cunliffe,0.035,-0.000833,1,2
2022-12-15,0.035,Jonathan Haskel,0.035,-0.000833,1,2
2022-12-15,0.035,Silvana Tenreyro,0.03,-0.000833,1,2
2022-12-15,0.035,Swati Dhingra,0.03,-0.000833,1,2
2023-02-02,0.04,Andrew Bailey,0.04,-0.001111,0,2
2023-02-02,0.04,Ben Broadbent,0.04,-0.001111,0,2
2023-02-02,0.04,Catherine L Mann,0.04,-0.001111,0,2
2023-02-02,0.04,Dave Ramsden,0.04,-0.001111,0,2
2023-02-02,0.04,Huw Pill,0.04,-0.001111,0,2
2023-02-02,0.04,Jon Cunliffe,0.04,-0.001111,0,2
2023-02-02,0.04,Jonathan Haskel,0.04,-0.001111,0,2
2023-02-02,0.04,Silvana Tenreyro,0.035,-0.001111,0,2
2023-02-02,0.04,Swati Dhingra,0.035,-0.001111,0,2
2023-03-23,0.0425,Andrew Bailey,0.0425,-0.000556,0,2
2023-03-23,0.0425,Ben Broadbent,0.0425,-0.000556,0,2
2023-03-23,0.0425,Catherine L Mann,0.0425,-0.000556,0,2
2023-03-23,0.0425,Dave Ramsden,0.0425,-0.000556,0,2
2023-03-23,0.0425,Huw Pill,0.0425,-0.000556,0,2
2023-03-23,0.0425,Jon Cunliffe,0.0425,-0.000556,0,2
2023-03-23,0.0425,Jonathan Haskel,0.0425,-0.000556,0,2
2023-03-23,0.0425,Silvana Tenreyro,0.04,-0.000556,0,2
2023-03-23,0.0425,Swati Dhingra,0.04,-0.000556,0,2
2023-05-11,0.045,Andrew Bailey,0.045,-0.000556,0,2
2023-05-11,0.045,Ben Broadbent,0.045,-0.000556,0,2
2023-05-11,0.045,Catherine L Mann,0.045,-0.000556,0,2
2023-05-11,0.045,Dave Ramsden,0.045,-0.000556,0,2
2023-05-11,0.045,Huw Pill,0.045,-0.000556,0,2
2023-05-11,0.045,Jon Cunliffe,0.045,-0.000556,0,2
2023-05-11,0.045,Jonathan Haskel,0.045,-0.000556,0,2
2023-05-11,0.045,Silvana Tenreyro,0.0425,-0.000556,0,2
2023-05-11,0.045,Swati Dhingra,0.0425,-0.000556,0,2
2023-06-22,0.05,Andrew Bailey,0.05,-0.001111,0,2
2023-06-22,0.05,Ben Broadbent,0.05,-0.001111,0,2
2023-06-22,0.05,Catherine L Mann,0.05,-0.001111,0,2
2023-06-22,0.05,Dave Ramsden,0.05,-0.001111,0,2
2023-06-22,0.05,Huw Pill,0.05,-0.001111,0,2
2023-06-22,0.05,Jon Cunliffe,0.05,-0.001111,0,2
2023-06-22,0.05,Jonathan Haskel,0.05,-0.001111,0,2
2023-06-22,0.05,Silvana Tenreyro,0.045,-0.001111,0,2
2023-06-22,0.05,Swati Dhingra,0.045,-0.001111,0,2
2023-08-03,0.0525,Andrew Bailey,0.0525,0.000278,2,1
2023-08-03,0.0525,Ben Broadbent,0.0525,0.000278,2,1
2023-08-03,0.0525,Catherine L Mann,0.055,0.000278,2,1
2023-08-03,0.0525,Dave Ramsden,0.0525,0.000278,2,1
2023-08-03,0.0525,Huw Pill,0.0525,0.000278,2,1
2023-08-03,0.0525,Jon Cunliffe,0.0525,0.000278,2,1
2023-08-03,0.0525,Jonathan Haskel,0.055,0.000278,2,1
2023-08-03,0.0525,Megan Greene,0.0525,0.000278,2,1
2023-08-03,0.0525,Swati Dhingra,0.05,0.000278,2,1
2023-09-21,0.0525,Andrew Bailey,0.0525,0.001111,4,0
2023-09-21,0.0525,Ben Broadbent,0.0525,0.001111,4,0
2023-09-21,0.0525,Catherine L Mann,0.055,0.001111,4,0
2023-09-21,0.0525,Dave Ramsden,0.0525,0.001111,4,0
2023-09-21,0.0525,Huw Pill,0.0525,0.001111,4,0
2023-09-21,0.0525,Jon Cunliffe,0.055,0.001111,4,0
2023-09-21,0.0525,Jonathan Haskel,0.055,0.001111,4,0
2023-09-21,0.0525,Megan Greene,0.055,0.001111,4,0
2023-09-21,0.0525,Swati Dhingra,0.0525,0.001111,4,0
2023-11-02,0.0525,Andrew Bailey,0.0525,0.000833,3,0
2023-11-02,0.0525,Ben Broadbent,0.0525,0.000833,3,0
2023-11-02,0.0525,Catherine L Mann,0.055,0.000833,3,0
2023-11-02,0.0525,Dave Ramsden,0.0525,0.000833,3,0
2023-11-02,0.0525,Huw Pill,0.0525,0.000833,3,0
2023-11-02,0.0525,Jonathan Haskel,0.055,0.000833,3,0
2023-11-02,0.0525,Megan Greene,0.055,0.000833,3,0
2023-11-02,0.0525,Sarah Breeden,0.0525,0.000833,3,0
2023-11-02,0.0525,Swati Dhingra,0.0525,0.000833,3,0
2023-12-14,0.0525,Andrew Bailey,0.0525,0.000833,3,0
2023-12-14,0.0525,Ben Broadbent,0.0525,0.000833,3,0
2023-12-14,0.0525,Catherine L Mann,0.055,0.000833,3,0
2023-12-14,0.0525,Dave Ramsden,0.0525,0.000833,3,0
2023-12-14,0.0525,Huw Pill,0.0525,0.000833,3,0
2023-12-14,0.0525,Jonathan Haskel,0.055,0.000833,3,0
2023-12-14,0.0525,Megan Greene,0.055,0.000833,3,0
2023-12-14,0.0525,Sarah Breeden,0.0525,0.000833,3,0
2023-12-14,0.0525,Swati Dhingra,0.0525,0.000833,3,0
2024-02-01,0.0525,Andrew Bailey,0.0525,0.000278,2,1
2024-02-01,0.0525,Ben Broadbent,0.0525,0.000278,2,1
2024-02-01,0.0525,Catherine L Mann,0.055,0.000278,2,1
2024-02-01,0.0525,Dave Ramsden,0.0525,0.000278,2,1
2024-02-01,0.0525,Huw Pill,0.0525,0.000278,2,1
2024-02-01,0.0525,Jonathan Haskel,0.055,0.000278,2,1
2024-02-01,0.0525,Megan Greene,0.0525,0.000278,2,1
2024-02-01,0.0525,Sarah Breeden,0.0525,0.000278,2,1
2024-02-01,0.0525,Swati Dhingra,0.05,0.000278,2,1
2024-03-21,0.0525,Andrew Bailey,0.0525,-0.000278,0,1
2024-03-21,0.0525,Ben Broadbent,0.0525,-0.000278,0,1
2024-03-21,0.0525,Catherine L Mann,0.0525,-0.000278,0,1
2024-03-21,0.0525,Dave Ramsden,0.0525,-0.000278,0,1
2024-03-21,0.0525,Huw Pill,0.0525,-0.000278,0,1
2024-03-21,0.0525,Jonathan Haskel,0.0525,-0.000278,0,1
2024-03-21,0.0525,Megan Greene,0.0525,-0.000278,0,1
2024-03-21,0.0525,Sarah Breeden,0.0525,-0.000278,0,1
2024-03-21,0.0525,Swati Dhingra,0.05,-0.000278,0,1
2024-05-09,0.0525,Andrew Bailey,0.0525,-0.000556,0,2
2024-05-09,0.0525,Ben Broadbent,0.0525,-0.000556,0,2
2024-05-09,0.0525,Catherine L Mann,0.0525,-0.000556,0,2
2024-05-09,0.0525,Dave Ramsden,0.05,-0.000556,0,2
2024-05-09,0.0525,Huw Pill,0.0525,-0.000556,0,2
2024-05-09,0.0525,Jonathan Haskel,0.0525,-0.000556,0,2
2024-05-09,0.0525,Megan Greene,0.0525,-0.000556,0,2
2024-05-09,0.0525,Sarah Breeden,0.0525,-0.000556,0,2
2024-05-09,0.0525,Swati Dhingra,0.05,-0.000556,0,2
2024-06-20,0.0525,Andrew Bailey,0.0525,-0.000556,0,2
2024-06-20,0.0525,Ben Broadbent,0.0525,-0.000556,0,2
2024-06-20,0.0525,Catherine L Mann,0.0525,-0.000556,0,2
2024-06-20,0.0525,Dave Ramsden,0.05,-0.000556,0,2
2024-06-20,0.0525,Huw Pill,0.0525,-0.000556,0,2
2024-06-20,0.0525,Jonathan Haskel,0.0525,-0.000556,0,2
2024-06-20,0.0525,Megan Greene,0.0525,-0.000556,0,2
2024-06-20,0.0525,Sarah Breeden,0.0525,-0.000556,0,2
2024-06-20,0.0525,Swati Dhingra,0.05,-0.000556,0,2
2024-08-01,0.05,Andrew Bailey,0.05,0.001111,4,0
2024-08-01,0.05,Catherine L Mann,0.0525,0.001111,4,0
2024-08-01,0.05,Clare Lombardelli,0.05,0.001111,4,0
2024-08-01,0.05,Dave Ramsden,0.05,0.001111,4,0
2024-08-01,0.05,Huw Pill,0.0525,0.001111,4,0
2024-08-01,0.05,Jonathan Haskel,0.0525,0.001111,4,0
2024-08-01,0.05,Megan Greene,0.0525,0.001111,4,0
2024-08-01,0.05,Sarah Breeden,0.05,0.001111,4,0
2024-08-01,0.05,Swati Dhingra,0.05,0.001111,4,0
2024-09-19,0.05,Alan Taylor,0.05,-0.000278,0,1
2024-09-19,0.05,Andrew Bailey,0.05,-0.000278,0,1
2024-09-19,0.05,Catherine L Mann,0.05,-0.000278,0,1
2024-09-19,0.05,Clare Lombardelli,0.05,-0.000278,0,1
2024-09-19,0.05,Dave Ramsden,0.05,-0.000278,0,1
2024-09-19,0.05,Huw Pill,0.05,-0.000278,0,1
2024-09-19,0.05,Megan Greene,0.05,-0.000278,0,1
2024-09-19,0.05,Sarah Breeden,0.05,-0.000278,0,1
2024-09-19,0.05,Swati Dhingra,0.0475,-0.000278,0,1
2024-11-07,0.0475,Alan Taylor,0.0475,0.000278,1,0
2024-11-07,0.0475,Andrew Bailey,0.0475,0.000278,1,0
2024-11-07,0.0475,Catherine L Mann,0.05,0.000278,1,0
2024-11-07,0.0475,Clare Lombardelli,0.0475,0.000278,1,0
2024-11-07,0.0475,Dave Ramsden,0.0475,0.000278,1,0
2024-11-07,0.0475,Huw Pill,0.0475,0.000278,1,0
2024-11-07,0.0475,Megan Greene,0.0475,0.000278,1,0
2024-11-07,0.0475,Sarah Breeden,0.0475,0.000278,1,0
2024-11-07,0.0475,Swati Dhingra,0.0475,0.000278,1,0
2024-12-19,0.0475,Alan Taylor,0.045,-0.000833,0,3
2024-12-19,0.0475,Andrew Bailey,0.0475,-0.000833,0,3
2024-12-19,0.0475,Catherine L Mann,0.0475,-0.000833,0,3
2024-12-19,0.0475,Clare Lombardelli,0.0475,-0.000833,0,3
2024-12-19,0.0475,Dave Ramsden,0.045,-0.000833,0,3
2024-12-19,0.0475,Huw Pill,0.0475,-0.000833,0,3
2024-12-19,0.0475,Megan Greene,0.0475,-0.000833,0,3
2024-12-19,0.0475,Sarah Breeden,0.0475,-0.000833,0,3
2024-12-19,0.0475,Swati Dhingra,0.045,-0.000833,0,3
2025-02-06,0.045,Alan Taylor,0.045,-0.000556,0,2
2025-02-06,0.045,Andrew Bailey,0.045,-0.000556,0,2
2025-02-06,0.045,Catherine L Mann,0.0425,-0.000556,0,2
2025-02-06,0.045,Clare Lombardelli,0.045,-0.000556,0,2
2025-02-06,0.045,Dave Ramsden,0.045,-0.000556,0,2
2025-02-06,0.045,Huw Pill,0.045,-0.000556,0,2
2025-02-06,0.045,Megan Greene,0.045,-0.000556,0,2
2025-02-06,0.045,Sarah Breeden,0.045,-0.000556,0,2
2025-02-06,0.045,Swati Dhingra,0.0425,-0.000556,0,2
2025-03-20,0.045,Alan Taylor,0.045,-0.000278,0,1
2025-03-20,0.045,Andrew Bailey,0.045,-0.000278,0,1
2025-03-20,0.045,Catherine L Mann,0.045,-0.000278,0,1
2025-03-20,0.045,Clare Lombardelli,0.045,-0.000278,0,1
2025-03-20,0.045,Dave Ramsden,0.045,-0.000278,0,1
2025-03-20,0.045,Huw Pill,0.045,-0.000278,0,1
2025-03-20,0.045,Megan Greene,0.045,-0.000278,0,1
2025-03-20,0.045,Sarah Breeden,0.045,-0.000278,0,1
2025-03-20,0.045,Swati Dhingra,0.0425,-0.000278,0,1
2025-05-08,0.0425,Alan Taylor,0.04,0.0,2,2
2025-05-08,0.0425,Andrew Bailey,0.0425,0.0,2,2
2025-05-08,0.0425,Catherine L Mann,0.045,0.0,2,2
2025-05-08,0.0425,Clare Lombardelli,0.0425,0.0,2,2
2025-05-08,0.0425,Dave Ramsden,0.0425,0.0,2,2
2025-05-08,0.0425,Huw Pill,0.045,0.0,2,2
2025-05-08,0.0425,Megan Greene,0.0425,0.0,2,2
2025-05-08,0.0425,Sarah Breeden,0.0425,0.0,2,2
2025-05-08,0.0425,Swati Dhingra,0.04,0.0,2,2
2025-06-19,0.0425,Alan Taylor,0.04,-0.000833,0,3
2025-06-19,0.0425,Andrew Bailey,0.0425,-0.000833,0,3
2025-06-19,0.0425,Catherine L Mann,0.0425,-0.000833,0,3
2025-06-19,0.0425,Clare Lombardelli,0.0425,-0.000833,0,3
2025-06-19,0.0425,Dave Ramsden,0.04,-0.000833,0,3
2025-06-19,0.0425,Huw Pill,0.0425,-0.000833,0,3
2025-06-19,0.0425,Megan Greene,0.0425,-0.000833,0,3
2025-06-19,0.0425,Sarah Breeden,0.0425,-0.000833,0,3
2025-06-19,0.0425,Swati Dhingra,0.04,-0.000833,0,3
2025-08-07,0.04,Alan Taylor,0.04,0.001111,4,0
2025-08-07,0.04,Andrew Bailey,0.04,0.001111,4,0
2025-08-07,0.04,Catherine L Mann,0.0425,0.001111,4,0
2025-08-07,0.04,Clare Lombardelli,0.0425,0.001111,4,0
2025-08-07,0.04,Dave Ramsden,0.04,0.001111,4,0
2025-08-07,0.04,Huw Pill,0.0425,0.001111,4,0
2025-08-07,0.04,Megan Greene,0.0425,0.001111,4,0
2025-08-07,0.04,Sarah Breeden,0.04,0.001111,4,0
2025-08-07,0.04,Swati Dhingra,0.04,0.001111,4,0
2025-09-18,0.04,Alan Taylor,0.0375,-0.000556,0,2
2025-09-18,0.04,Andrew Bailey,0.04,-0.000556,0,2
2025-09-18,0.04,Catherine L Mann,0.04,-0.000556,0,2
2025-09-18,0.04,Clare Lombardelli,0.04,-0.000556,0,2
2025-09-18,0.04,Dave Ramsden,0.04,-0.000556,0,2
2025-09-18,0.04,Huw Pill,0.04,-0.000556,0,2
2025-09-18,0.04,Megan Greene,0.04,-0.000556,0,2
2025-09-18,0.04,Sarah Breeden,0.04,-0.000556,0,2
2025-09-18,0.04,Swati Dhingra,0.0375,-0.000556,0,2
2025-11-06,0.04,Alan Taylor,0.0375,-0.001111,0,4
2025-11-06,0.04,Andrew Bailey,0.04,-0.001111,0,4
2025-11-06,0.04,Catherine L Mann,0.04,-0.001111,0,4
2025-11-06,0.04,Clare Lombardelli,0.04,-0.001111,0,4
2025-11-06,0.04,Dave Ramsden,0.0375,-0.001111,0,4
2025-11-06,0.04,Huw Pill,0.04,-0.001111,0,4
2025-11-06,0.04,Megan Greene,0.04,-0.001111,0,4
2025-11-06,0.04,Sarah Breeden,0.0375,-0.001111,0,4
2025-11-06,0.04,Swati Dhingra,0.0375,-0.001111,0,4
2025-12-18,0.0375,Alan Taylor,0.0375,0.001111,4,0
2025-12-18,0.0375,Andrew Bailey,0.0375,0.001111,4,0
2025-12-18,0.0375,Catherine L Mann,0.04,0.001111,4,0
2025-12-18,0.0375,Clare Lombardelli,0.04,0.001111,4,0
2025-12-18,0.0375,Dave Ramsden,0.0375,0.001111,4,0
2025-12-18,0.0375,Huw Pill,0.04,0.001111,4,0
2025-12-18,0.0375,Megan Greene,0.04,0.001111,4,0
2025-12-18,0.0375,Sarah Breeden,0.0375,0.001111,4,0
2025-12-18,0.0375,Swati Dhingra,0.0375,0.001111,4,0
2026-02-05,0.0375,Alan Taylor,0.035,-0.001111,0,4
2026-02-05,0.0375,Andrew Bailey,0.0375,-0.001111,0,4
2026-02-05,0.0375,Catherine L Mann,0.0375,-0.001111,0,4
2026-02-05,0.0375,Clare Lombardelli,0.0375,-0.001111,0,4
2026-02-05,0.0375,Dave Ramsden,0.035,-0.001111,0,4
2026-02-05,0.0375,Huw Pill,0.0375,-0.001111,0,4
2026-02-05,0.0375,Megan Greene,0.0375,-0.001111,0,4
2026-02-05,0.0375,Sarah Breeden,0.035,-0.001111,0,4
2026-02-05,0.0375,Swati Dhingra,0.035,-0.001111,0,4
2026-03-19,0.0375,Alan Taylor,0.0375,0.0,0,0
2026-03-19,0.0375,Andrew Bailey,0.0375,0.0,0,0
2026-03-19,0.0375,Catherine L Mann,0.0375,0.0,0,0
2026-03-19,0.0375,Clare Lombardelli,0.0375,0.0,0,0
2026-03-19,0.0375,Dave Ramsden,0.0375,0.0,0,0
2026-03-19,0.0375,Huw Pill,0.0375,0.0,0,0
